RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.10.7;Datestart
;;;;;;;;B>A;A;Атолино - ДС Серова;12345;105727;;197105,197106,197107,197108,197109,197110,197111,197112,197113,197114,197115,197116,197117,15090,15092,69175,69176;;
279У;;;;;;;;A>B;A;ул. Короткевича - Атолино;12345;105724;;14812,15104,15106,15089,197091,197092,197093,197094,197095,197096,197098,197099,197101,197102,197103,197104,197105;;d1-d5 - 07.10.2013
300э;;;;2 АП;15949,;;;A>B;A;а/в Центральный - Национальный аэропорт "Минск";1234567;101616;;133372,73195,197014,197015,197016,133375,73752;;d1-d7 - 01.09.2013
;;;;;;;;B>A;A;Национальный аэропорт "Минск"-а/в Центральный;1234567;101617;;73752,197018,197019,197020,14653,133372;;
324;;;;5 АП;16000,175;;;A>B;A;АС Юго-Западная - Богушово через к/з Калинина;1234567;107418;;132076,15212,14937,71193,197034,197035,197036,197037,197038,197040,197072,197041,197042,197043,197045;;d1-d5 - 22.10.2013<br>d6-d7 - 26.10.2013
;;;;;;;;B>A;A;Богушово через к/з Калинина - АС Юго-Западная;1234567;107419;;197045,197058,197059,197060,197061,197062,197063,197064,197065,197066,14930,14934,15197,132076;;
325;;;;;15980,;;;A>B;A;АС Юго-Западная - Богушово;1234567;104999;;132076,15212,14937,71193,197034,197035,197036,197037,197038,197040,197041,197042,197043,197045;;d1-d5 - 22.10.2013<br>d6-d7 - 26.10.2013
;;;;;;;;B>A;A;Богушово - АС Юго-Западная;1234567;105000;;197045,197058,197059,197060,197061,197062,197063,197064,197065,197066,14930,14934,15197,132076;;
339;;;;;15985,;;;A>B;A;АС Юго-Западная - Заболотье;12345;105720;;132076,14812,15104,15106,15089,197091,197092,197093,197094,197095,197096,197098,197099,197101,197102,197103,197211,197213;;d1-d5 - 07.10.2013
;;;;;;;;B>A;A;Заболотье - АС Юго-Западная;12345;105721;;197213,197212,197107,197108,197109,197110,197111,197112,197113,197114,197115,197116,197117,15090,15097,15102,14813,132076;;
339А;;;;;;;;A>B;A;АС Юго-Западная - Заболотье через Атолино;12345;105716;;132076,14812,15104,15106,15089,197091,197092,197093,197094,197095,197096,197098,197099,197101,197102,197103,197104,197105,197106,197211,197213;;d1-d5 - 07.10.2013
;;;;;;;;B>A;A;Заболотье через Атолино - АС Юго-Западная;12345;105717;;197213,197212,197104,197105,197106,197107,197108,197109,197110,197111,197112,197113,197114,197115,197116,197117,15090,15097,15102,14813,132076;;
344;;;;;;;;A>B;A;АС Юго-Западная - РОС;;105713;;;;d1-d5 - 07.10.2013
;;;;;;;;B>A;A;РОС - АС Юго-Западная;12345;105714;;197094,197114,197114,197115,197116,197117,15090,15097,15102,14813,132076;;
355;;;;;15976,;;;A>B;A;АС Юго-Западная - Чики;1234567;104447;;132076,15212,14937,71193,197034,197035,197036,197037,197038,197040,197041,197042,197043,197045,197078,197077;;d1-d5 - 02.10.2013<br>d6-d7 - 28.09.2013
;;;;;;;;B>A;A;Чики - АС Юго-Западная;1234567;104448;;197077,197079,197057,197058,197059,197060,197061,197062,197063,197064,197065,197066,14930,14934,15197,132076;;
357;;;;;16000,175;;;A>B;A;АС Юго-Западная - Дубенцы;1234567;107421;;132076,15212,14937,71193,197034,197035,197036,197037,197038,197040,197041,197042,197043,197045,197047,197048;;d1-d5 - 22.10.2013<br>d6-d7 - 26.10.2013
;;;;;;;;B>A;A;Дубенцы - АС Юго-Западная;1234567;107422;;197048,197056,197057,197058,197059,197060,197061,197062,197063,197064,197065,197066,14930,14934,15197,132076;;
359;;;;;15977,;;;A>B;A;АС Юго-Западная - Леонцевичи;1234567;104494;;132076,14812,15104,15106,15089,197091,197092,197093,197094,197095,197096,197124,197126;;d1-d5 - 07.10.2013<br>d6-d7 - 29.09.2013
;;;;;;;;B>A;A;Леонцевичи - АС Юго-Западная;1234567;104495;;197126,197125,197112,197113,197114,197115,197116,197117,15090,15097,15102,14813,132076;;
359А;;;;;15985,;;;A>B;A;ДС Серова - Леонцевичи;12345;105705;;69176,15068,15106,15089,197091,197092,197093,197094,197095,197096,197124,197126;;d1-d5 - 07.10.2013
;;;;;;;;B>A;A;Леонцевичи - ДС Серова;12345;105706;;197126,197125,197112,197113,197114,197115,197116,197117,15090,15092,69175,69176;;
363;;;;;15977,;;;A>B;A;АС Юго-Западная - к/з Калинина;1234567;104498;;132076,15212,14937,71193,197034,197035,197036,197037,197038,197040,197072;;d1-d5 - 02.10.2013<br>d6-d7 - 29.09.2013
;;;;;;;;B>A;A;к/з Калинина - АС Юго-Западная;1234567;104499;;197072,197061,197062,197063,197064,197065,197066,14930,14934,15197,132076;;
388;;;;6 АП;15930,;;;A>B;A;АС Автозаводская - Стайки через д/о "На Ростанях";1234567;107939;;14830,197285,16042,16073,16111,16054;;d1-d5 - 13.08.2013<br>d6-d7 - 17.08.2013
;;;;;;;;B>A;A;Стайки через д/о "На Ростанях" - АС Автозаводская;1234567;107940;;16054,16055,16046,16056,16048,14828,14712,14711,14830;;
397;;;;;;;;A>B;A;АС Автозаводская - Стайки;1234567;107943;;14830,197285,16042,16047,16053,16054;;d1-d5 - 13.08.2013<br>d6-d7 - 17.08.2013
;;;;;;;;B>A;A;Стайки - АС Автозаводская;1234567;107944;;16054,16055,16046,16056,16048,14828,14712,14711,14830;;
397А;;;;;;;;A>B;A;АС Автозаводская - Стайки;1234567;107947;;14830,197285,16042,16047,16046,16053,16054;;d1-d5 - 13.08.2013<br>d6-d7 - 17.08.2013
;;;;;;;;B>A;A;Стайки - АС Автозаводская;1234567;107948;;16054,16055,16056,16048,14828,14712,14711,14830;;
402;;;;5 АП;15976,;;;A>B;A;АС Юго-Западная - Западное кладбище;1234567;104451;;132076,15212,14937,71193,197034,197035,197036,197037,197038,197040,197041,197042,197043,197045,197047,197084;;d1-d5 - 02.10.2013<br>d6-d7 - 28.09.2013
;;;;;;;;B>A;A;Западное кладбище - АС Юго-Западная;1234567;104452;;197084,197056,197057,197058,197059,197060,197061,197062,197063,197064,197065,197066,14930,14934,15197,132076;;
906;;;;7 АП;15920,;;;A>B;A;ул. Карбышева - Красная;1234567;99643;;14439,14388,14390,14392,14395,14396,16204,16205,16208,16210,16211,16212,15400;;d1-d5 - 19.09.2013<br>d6-d7 - 03.08.2013
;;;;;;;;B>A;A;Красная - ул. Карбышева;1234567;99644;;15400,15733,16213,16216,16209,16207,16206,16203,14396,14394,14391,14389,16192,14439;;
914;;;;4 АП;15899,;;;A>B;A;д/с Масюковщина  - Городской вал;1234567;98760;;15227,15262,15263,15277,15278,14841,14566,14535,14567,14568,14569,14689,14690;;d1-d5 - 18.07.2013<br>d6-d7 - 13.07.2013
;;;;;;;;B>A;A;Городской вал - д/с Масюковщина;1234567;98759;;14690,14572,14573,14527,14528,14529,14533,14530,14536,14699,15223,15224,15225,15226,15227;;
917;;;;6 АП;15834,;;;A>B;A;ДС Дражня – ДС Чижовка-6;1234567;93726;;15282,15286,15361,15362,14777,14778,14779,14780,14781,15616,15617,15618,15619,15704,15707,15530,15531,15532,15533,15535,15538,14616,15711;;d1-d5 - 16.09.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;ДС Чижовка-6 - ДС Дражня;1234567;93725;;15711,15538,15536,15527,15528,15529,15709,15708,15621,15622,15623,15624,14733,14734,14735,14736,14737,15283,15285,15282;;
924;;;;7 АП;16007,;;;A>B;A;дс Дражня - ав Восточный;12345;108016;;15282,15287,15289,15291,15292,15704,15707,15769,15768,15766,54305,54306,15759,15757,15756,15754,15752;;d1-d5 - 29.10.2013
;;;;;;;;B>A;A;ав Восточный - дс Дражня;12345;108017;;15752,15753,14472,15758,15760,15762,15764,15765,15767,14478,15709,15708,15294,15293,15290,15288,15282;;
926;;;;6 АП;15954,;;;A>B;A;ДС Чижовка-1 - ст.м. Автозаводская;1234567;101742;;15773,15772,15527,15528,15529,15709,15708,15832;;d1-d5 - 06.09.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;ст.м. Автозаводская - ДС Чижовка-1;12345;101743;;15832,15705,15707,15530,15531,15532,15771,15773;;
;;;;;15955,;;;B>A;A;ст.м. Автозаводская – ДС Чижовка-1;67;101898;;15832,15705,15707,15530,15531,15532,15771,15773;;
958;;;;4 АП;15929,;;;A>B;A;д/с Масюковщина-Бобруйская;12345;100092;;15227,15262,15263,15277,15278,14841,14566,14535,14567,14568,14569,14570,14571,15893,15894,133147;;d1-d5 - 12.08.2013
;;;;;;;;B>A;A;Бобруйская- д/с Масюковщина;12345;100093;;133147,69093,15944,15892,14525,14526,14527,14528,14529,14533,14530,14536,14699,15223,15224,15225,15226,15227;;
M1;;;metro;ТР П;15651,;;;A>B;A;Петровщина - Уручье;1234567;52518;;133332,133333,133330,73205,73204,73203,73202,73201,73200,73199,73198,73197,73196,73195;;
;;;;;;;;B>A;A;Уручье- Петровщина;1234567;52519;;73195,73196,73197,73198,73199,73200,73201,73202,73203,73204,73205,133330,133333,133332;;
M2;;;;;15584,;;;A>B;A;Каменная Горка - Могилевская;1234567;52524;;73219,73218,73217,73216,73215,73214,73213,73212,73211,73210,73209,73208,73207,73206;;
;;;;;;;;B>A;A;Могилевская - Каменная Горка;1234567;52525;;73206,73207,73208,73209,73210,73211,73212,73213,73214,73215,73216,73217,73218,73219;;
2;;;tram;;15747,;;;A>B;A;Мясникова - Октябрьская;12345;89268;;15274,15275,15276,16217,16221,16222,16219;;d1-d5 - 11.02.2013
;;;;;;;;B>A;A;Октябрьская  Мясникова;12345;89269;;16219,16218,16220,16223,15272,15273,15274;;
;;;;;;;0;A1>D;A;ДС Мясникова - D;12345;89270;;15274,15275,15276,16217,15310,15311,15268,15313,16226,15315,54200;;
;;;;;;;0;B1>D;A;Октябрьская - D;12345;89273;;16219,16218,16220,16223;;
;;;;;;;0;D>А2;A;D- Мясникова;12345;89274;;15271,15272,15273,15274;;
3;;;;;15962,;;;A>B;A;ДС Озеро - д/с Серебрянка;1234567;102730;;15183,15184,15185,15188,15189,15232,15234,15264,15265,15266,16117,16116,15315,15317,15319,15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;d1-d5 - 01.10.2013<br>d6-d7 - 14.09.2013
;;;;;;;;B>A;A;д/с Серебрянка - ДС Озеро;1234567;102733;;15360,15974,15388,15389,15357,15391,15392,15393,15394,15395,15812,15396,15397,16113,15821,16114,15398,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;A1>D;A;ДС Озеро - D;67;102728;;15183,15184,15185,15188,15189,15232,15234,15264,15265,15266,16117,16116,15315;;
;;;;;;;0;B1>D;A;д/с Серебрянка - D;67;102731;;15396,15397,15819,54200;;
;;;;;;;0;D>A1;A;D - ДС Озеро;67;102729;;15821,16114,15398,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;D>B1;A;D - д/с Серебрянка;1234567;102732;;15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
4;;;;;15957,;;;A>B;A;ДС Озеро -  Мясникова;1234567;102127;;15183,15184,15185,15188,15189,15232,15234,15264,15265,15266,15267,15312,15269,15270,15271,15272,15273,15274;;d1-d5 - 09.09.2013<br>d6-d7 - 21.09.2013
;;;;;;;;B>A;A;Мясникова - ДС Озеро;1234567;102130;;15274,15275,15276,16217,15310,15311,15268,16215,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;A1>D;A;ДС Озеро - D;1234567;102125;;15183,15184,15185,15188,15189,15232,15234,15264,15265;;
;;;;;;;0;B1>D;A;Д/С Мясникова - D;12345;102128;;15274,15275,15276,16217,15310,15311,15268,16215;;
;;;;;15969,;;0;B1>D;A;Мясникова - D;67;103712;;15274,15275,15276,16217,15310,15311,15268,16215;;
;;;;;15957,;;0;D>A1;A;D - ДС Озеро;12345;102126;;15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0;D>B1;A;D - Д/С Мясникова;12345;102129;;15267,15312,15269,15270,15271,15272,15273,15274;;
;;;;;15969,;;0;D>B1;A;D -  Мясникова;67;103713;;15267,15312,15269,15270,15271,15272,15273,15274;;
7;;;;;15962,;;;A>B;A;д/с Серебрянка - Д/С Мясникова;1234567;102745;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,15812,15396,15397,16113,15821,16226,16227,15312,15269,15270,15271,15272,15273,15274;;d1-d5 - 07.10.2013<br>d6-d7 - 14.09.2013
;;;;;;;;B>A;A;Д/С Мясникова - д/с Серебрянка;1234567;102742;;15274,15275,15276,16217,15310,15311,15312,15313,16228,15315,15317,15319,15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
;;;;;;;0;A>D;A;Д/С Мясникова - D;1234567;102740;;15274,15275,15276,16217,15310,15311,15312,15313,16228,15315;;
;;;;;15985,;;0;A1>D;A;д/с Серебрянка - D;12345;105697;;15360,15974,15388,15389,15357,15391,15392,15393,15394,15395,15812,15396;;
;;;;;15962,;;0;D>A1;A;D - Д/С Мясникова;12345;102741;;15821,16226,16227,15312,15269,15270,15271,15272,15273,15274;;
;;;;;15985,;;0;D>A1;A;D - д/с Серебрянка;12345;105698;;15347,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
9;;;;;15979,;;;A>B;A;д/с Серебрянка - Тракторный завод;12345;104657;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,15812,73536;;d1-d5 - 01.10.2013
;;;;;;;;B>A;A;Тракторный завод - д/с Серебрянка;12345;104655;;73536,15349,15350,15394,15393,15353,15391,15355,15356,15358,15359,15360;;
;;;;;;;0;D>A;A;D - д/с Серебрянка;12345;104656;;15355,15356,15358,15359,15360;;
1;;;trol;5 ТП;15780,;;;A>B;A;ДС "Зелёный Луг" - А/В МОСКОВСКИЙ;67;90541;;15790,15787,15784,15782,54204,14438,14358,14362,14356,14486,14487,14431,14489,14677,15418,14387;;d1-d5 - 01.10.2013<br>d6-d7 - 16.03.2013
;;;;;15979,;;;A>B;A;ДС "Зеленый Луг" - А/В МОСКОВСКИЙ;12345;104661;;15790,15787,15784,15782,54204,14438,14358,14362,14356,14486,14487,14431,14489,14677,15418,14387;;
;;;;;15780,;;;B>A;A;А/В МОСКОВСКИЙ - ДС "Зеленый Луг";1234567;90542;;14387,14340,14678,14498,14513,14514,14515,54205,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15790;;
;;;;;;;0;A1>D;A;ДС "Зеленый Луг" - D;67;90543;;15790,15787,15784,15782,54204,14438,14358,14362,14356,14486,14487,14431,14489;;
;;;;;;;0;D>A1;A;D - ДС "Зеленый Луг";67;90544;;14498,14513,14514,14515,54205,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15790;;
2;;;;;15556,;;;A>B;A;ДС "Уручье -2 "  -  ДС "Зелёный луг - 7 ";1234567;76948;;14386,14384,14382,14649,14651,14674,14379,14665,14666,68844,14433,14515,58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15790;;d1-d5 - 10.10.2012<br>d6-d7 - 04.08.2012
;;;;;;;;B>A;A;ДС "Зеленый луг - 7 " - ДС "Уручье -2";1234567;76949;;15790,15787,15784,15782,54204,14438,14358,14362,14356,14486,14487,14432,14668,14667,14380,14673,14650,14381,14383,14385,14386;;
;;;;;;;0;A>D;A;ДС "Уручье -2 "  - D;1234567;76950;;14386,14384,14382,14649,14651;;
;;;;;;;0;B>D;A;ДС "Зеленый луг - 7 " - D;1234567;76953;;15790,15787,15784,15782,54204,14438,14358,14362,14356,14486;;
;;;;;;;0;D>B;A;D -ДС "Зеленый луг - 7 ";1234567;76951;;58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15790;;
3;;;;2 ТП;15950,;;;A>B;A;д/с Ангарская-4 - Вокзал;1234567;101337;;68909,15330,15331,15780,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,15899,15900;;d1-d5 - 02.09.2013<br>d6 - 07.09.2013<br>d7 - 08.09.2013
;;;;;;;;B>A;A;Вокзал - д/с Ангарская-4;1234567;101338;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
3д;;;;;15979,;;;A>B;A;Ангарская-4 - Аранская;12345;104664;;68909,15330,15331,15780,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,15625,15626,15627,15628,15612;;d1-d5 - 01.10.2013
;;;;;;;;B>A;A;Аранская- Ангарская-4;12345;104665;;15612,15613,15614,15615,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
4;;;;4 ТП;15955,;;;A>B;A;д/с Одоевского -Бобруйская;1234567;101928;;15562,15169,15195,14818,14819,14684,14685,14686,14687,14688,14570,14571,15893,15894,133147;;d1-d5 - 01.10.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;Бобруйская- д/с Одоевского;1234567;101925;;133147,69093,15944,15892,14525,14526,14575,14576,14577,14589,14590,14702,14703,14848,14849,15562;;
;;;;;;;0;B>D;A;Вокзал- D;1234567;101926;;133147,69093,15944,15892,14525,14526,14575,14576,14577;;
7;;;;;15808,;;;A>B;A;д/с Сухарево - Бобруйская;1234567;91458;;15172,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168,15127,15126,14686,14687,14688,14570,14571,15893,15894,133147;;d1-d5 - 01.07.2013<br>d6 - 13.04.2013<br>d7 - 14.04.2013
;;;;;;;;B>A;A;Бобруйская - д/с Сухарево;1234567;91459;;133147,69093,15944,15892,14525,14526,14575,14576,15123,15124,15125,15128,15129,15130,15131,15132,54292,15134,15135,15136,15137,15155,15151,15152,15175,15172;;
;;;;;;;;A>D;A;д/с Сухарево - D;1234567;91461;;15172,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168;;
;;;;;;;;B>D;A;Вокзал - D;67;91463;;133147,69093,15944,15892,14525,14526,14575,14576,15123,15124;;
;;;;;;;;D>A;A;D - д/с Сухарево;1234567;91460;;15128,15129,15130,15131,15132,54292,15134,15135,15136,15137,15155,15151,15152,15175,15172;;
;;;;;;;;D>B;A;D - Вокзал;1234567;91462;;15126,14686,14687,14688,14570,14571,15893,15894,133147;;
8;;;;;16007,;;;A>B;A;д/с Сухарево – ст.м.Институт культуры;12345;107980;;15172,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,14903,14904,14905,14906,14907,16249,15696,15697,15698,15699,15700,15701,54565;;d1-d5 - 29.10.2013
;;;;;;;;B>A;A;ст.м.Институт культуры - д/с Сухарево;12345;107979;;54565,54508,15668,15669,15675,14718,15683,15684,16253,15212,15213,15214,15215,15216,15132,54292,15134,15135,15136,15137,15155,15151,15152,15175,15172;;
;;;;;;;0.69;A>D1;A;д/с Сухарево – D;12345;107982;;15172,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,15165,15166,15167,15168,54198;;
;;;;;;;0.35;B>D1;A;ст.м.Институт культуры - D;12345;107984;;54565,54508,15668,15669,15675,14718,15683,15684,16253,15212;;
;;;;;;;0.67;D>A1;A;D - д/с Сухарево;12345;107981;;15132,54292,15134,15135,15136,15137,15155,15151,15152,15175,15172;;
;;;;;;;0.55;D>B1;A;D -ст.м.Институт культуры;12345;107983;;14903,14904,14905,14906,14907,16249,15696,15697,15698,15699,15700,54565;;
9;;;;;15927,;;;A>B;A;ДС "Кунцевщина" - Городской вал;1234567;99970;;15858,14606,14607,14868,14869,15170,15191,14884,14885,15161,15162,15163,15164,15165,15166,15167,15168,15127,15126,14686,14687,14688,14689,14690;;d1-d5 - 22.10.2013<br>d6-d7 - 10.08.2013
;;;;;;;;B>A;A;Городской вал - ДС "Кунцевщина";1234567;99971;;14690,14572,14573,14575,14576,15123,15124,15125,15128,15129,15130,15131,15132,54292,15134,14886,14887,14882,14883,14888,14878,14867,14600,14601,54610,15858;;
;;;;;16000,;;0;A>D;A;ДС "Кунцевщина" - D;12345;107360;;15858,14606,14607,14868,14869,15170,15191,14884,14885,15161,15162,15163,15164,15165,15166,15167,15168;;
;;;;;;;0;B>D;A;Городской вал - D;1234567;107357;;14690,14572,14573,14575,14576,15123,15124;;
;;;;;;;0;D>A;A;D - ДС "Кунцевщина";12345;107356;;15128,15129,15130,15131,15132,54292,15134,14886,14887,14882,14883,14888,14878,14867,14600,14601,54610,15858;;
;;;;;;;0;D>B;A;D - Городской вал;12345;107361;;15126,14686,14687,14688,14689,14690;;
10;;;;3 ТП;15990,;;;A>B;A;ДС Веснянка - Семашко;1234567;106285;;15846,54756,54757,15850,15852,15854,15856,54537,14699,14700,14701,14702,14703,14704,14714,15129,15130,14903,14904,14905,14906,14907,16249,15685,15686,15688,15689,16245;;d1-d5 - 21.10.2013<br>d6-d7 - 12.10.2013
;;;;;;;;B>A;A;Семашко - ДС Веснянка;1234567;106288;;16245,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216,15165,15166,14715,14817,14818,14819,14838,14839,14840,14841,54519,15855,15853,15851,15849,54761,15847,68808,15846;;
;;;;;;;0;A>D;A;ДС Веснянка - ТП 3;1234567;106283;;15846,54756,54757,15850,15852,15854,15856,54537,14699,14700,14701,14702,14703,14704,14714;;
;;;;;;;0;B>D;A;Семашко - ТП 3;12345;106286;;16245,15691,15692,15693,15694,16253,15212,15213;;
;;;;;;;0;D>A;A;ТП 3 - ДС Веснянка;1234567;106284;;15214,15215,15216,15165,15166,14715,14817,14818,14819,14838,14839,14840,14841,54519,15855,15853,15851,15849,54761,15847,68808,15846;;
;;;;;;;0;D>B;A;ТП 3 - Семашко;1234567;106287;;14907,16249,15685,15686,15688,15689,16245;;
12;;;;;;;;A>B;A;ДС Карастояновой - ДС Лермонтова;1234567;106289;;54651,15713,58346,14764,15019,15748,15747,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15672,15928,15933;;d1-d5 - 14.10.2013<br>d6-d7 - 12.10.2013
;;;;;;;;B>A;A;ДС Лермонтова - ДС Карастояновой;1234567;106290;;15933,15930,15935,15927,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,15737,15732,14441,14442,14443,15716,15715,54650,54651;;
;;;;;;;0;A>D;A;ДС Карастояновой - ТП 3;1234567;106291;;54651,15713,58346,14764,15019,15748,15747,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206;;
;;;;;;;0;B>D;A;ДС Лермонтова - ТП 3;1234567;106294;;15933,15930,15935,15927,15673;;
;;;;;;;0;D>A;A;ТП 3 - ДС Карастояновой;1234567;106293;;15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,15737,15732,14441,14442,14443,15716,15715,54650,54651;;
;;;;;;;0;D>B;A;ТП 3 - ДС Лермонтова;1234567;106292;;15673,15674,15700,15701,54565,54508,15668,15669,15670,15671,15672,15928,15933;;
13;;;;4 ТП;15864,;;;A>B;A;м-н Запад-3-Городской вал;1234567;96057;;69517,14878,14867,14613,14614,14615,14679,14680,14681,14682,14683,14684,14685,14686,14687,14688,14689,14690;;d1-d5 - 28.10.2013<br>d6-d7 - 08.06.2013
;;;;;;;;B>A;A;Городской вал- м-н Запад-3;1234567;96056;;14690,14572,14573,14575,14576,14577,14589,14590,14591,14592,14593,14594,14595,14596,14597,14598,14599,14868,14869,15170,69517;;
;;;;;16006,;;0;A>D;A;м-н Запад-3 - ТП-4;12345;107829;;69517,14878,14867,14613,14614,14615,14679,14680,14681;;
;;;;;15864,;;;A>D1;A;м-н Запад-3- D;1234567;96059;;69517,14878,14867,14613,14614,14615,14679,14680,14681,14682,14683,14684,14685;;
;;;;;;;;B>D1;A;Городской вал-D;1234567;96061;;14690,14572,14573,14575,14576;;
;;;;;;;;D>A1;A;D - м-н Запад-3;1234567;96058;;14591,14592,14593,14594,14595,14596,14597,14598,14599,14868,14869,15170,69517;;
;;;;;;;;D>B1;A;D - Городской вал;1234567;96060;;14686,14687,14688,14689,14690;;
15;;;;2 ТП;15985,;;;A>B;A;ДС Лошица- ДС Дражня;12345;105674;;68811,15485,15486,15491,15492,15493,15546,15547,15548,15447,14727,14728,14729,14730,14731,14732,14733,14734,14735,14736,14737,15283,15285,15282;;d1-d5 - 07.10.2013
;;;;;;;;B>A;A;ДС Дражня-ДС Лошица;12345;105677;;15282,15286,15361,15362,14777,14778,14779,14780,14781,14782,14795,14796,14802,14803,14804,15549,16186,15450,15451,15454,15455,15459,15460,15461,68811;;
19;;;;;15866,;;;A>B;A;Серебрянка-Курасовщина;1234567;96166;;15826,15827,14504,15764,15765,15767,15768,15766,54305,54306,15759,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,54334,15910,15911,15919,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;d1-d5 - 10.06.2013<br>d6-d7 - 03.07.2013
;;;;;;;;B>A;A;ДС Курасовщина-ДС Серебрянка;1234567;96163;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15835,15902,15903,15904,15905,15906,15612,15613,15614,15830,54310,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
20;;;;;15143,;;;A>B;A;Серебрянка - Вокзал;1234567;73878;;15826,15827,14504,54305,54306,15759,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,15564,15899,15900;;d1-d5 - 02.09.2013<br>d6 - 18.06.2011<br>d7 - 19.06.2011
;;;;;;;;B>A;A;Вокзал -  Серебрянка;1234567;73881;;15900,15901,15443,15905,15906,15612,15613,15614,15830,54310,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
22;;;;5 ТП;15719,;;;A>B;A;ДС Карастояновой – ст.м. пл.Я.Коласа;1234567;86592;;54651,15713,58346,15724,15726,15727,15728,15731,15733,15734;;d1-d5 - 14.01.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;ст.м. пл.Я.Коласа - ДС Карастояновой;1234567;86591;;15734,15400,15737,15732,15730,15729,15751,15725,15717,15716,15715,54650,54651;;
23;;;;2 ТП;15889,;;;A>B;A;Лермонтова - пл. Ванеева;1234567;98181;;15933,15930,15935,15927,15673,15674,15700,15701,15843,15918,15903,15904,15905,15906,15612,15613,15614,15615,14782;;d1-d5 - 28.10.2013<br>d6-d7 - 03.07.2013
;;;;;;;;B>A;A;пл. Ванеева - Лермонтова;1234567;98178;;14782,14795,15831,15626,15627,15628,15907,15908,15909,54334,15910,15911,15912,15667,15668,15669,15670,15671,15672,15928,15933;;
24;;;;;;;;A>B;A;ДС Серебрянка - Маяковского;1234567;98183;;15826,15827,54305,54306,15759,15757,15756,15754,14796,14802,14803,14804,15447,16186,15450,15451,15453;;d1-d5 - 28.10.2013<br>d6-d7 - 03.07.2013
;;;;;;;;B>A;A;Маяковского - ДС Серебрянка;1234567;98184;;15453,15546,15547,15548,15549,14727,14728,14729,14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
25;;;;3 ТП;15992,;;;A>B;A;ДС Кунцевщина - Прилукская;12345;106738;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335,58336,58343,15647,15648,71807,73042,14906,14907,15200,15596,15201;;d1-d5 - 14.10.2013
;;;;;;;;B>A;A;Прилукская – ДС Кунцевщина;12345;106740;;15201,15212,15213,71803,73043,15638,15639,58341,58342,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
27;;;;2 ТП;15955,;;;A>B;A;д/с Курасовщина-д/сДружная;1234567;101939;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15843,73075;;d1-d5 - 01.10.2013<br>d6-d7 - 07.09.2013
